sm__ops_path_tensor_op_utcqmma_src_fp4_fp6_fp8_dst_fp16_sparsity_on.max.per_cycle_elapsed,0
sm__ops_path_tensor_op_utcqmma_src_fp4_fp6_fp8_dst_fp16_sparsity_on.max.per_second,0
sm__ops_path_tensor_op_utcqmma_src_fp4_fp6_fp8_dst_fp16_sparsity_on.min,0
sm__ops_path_tensor_op_utcqmma_src_fp4_fp6_fp8_dst_fp16_sparsity_on.min.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_op_utcqmma_src_fp4_fp6_fp8_dst_fp16_sparsity_on.min.peak_sustained,"32,768"
sm__ops_path_tensor_op_utcqmma_src_fp4_fp6_fp8_dst_fp16_sparsity_on.min.peak_sustained_elapsed.per_second,"36,759,263,400,573.01"
sm__ops_path_tensor_op_utcqmma_src_fp4_fp6_fp8_dst_fp16_sparsity_on.min.per_cycle_elapsed,0
sm__ops_path_tensor_op_utcqmma_src_fp4_fp6_fp8_dst_fp16_sparsity_on.min.per_second,0
sm__ops_path_tensor_op_utcqmma_src_fp4_fp6_fp8_dst_fp16_sparsity_on.sum,0
sm__ops_path_tensor_op_utcqmma_src_fp4_fp6_fp8_dst_fp16_sparsity_on.sum.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_op_utcqmma_src_fp4_fp6_fp8_dst_fp16_sparsity_on.sum.peak_sustained,"4,849,664"
sm__ops_path_tensor_op_utcqmma_src_fp4_fp6_fp8_dst_fp16_sparsity_on.sum.peak_sustained_elapsed.per_second,"5,440,370,983,284,805"
sm__ops_path_tensor_op_utcqmma_src_fp4_fp6_fp8_dst_fp16_sparsity_on.sum.per_cycle_elapsed,0
sm__ops_path_tensor_op_utcqmma_src_fp4_fp6_fp8_dst_fp16_sparsity_on.sum.per_second,0
sm__ops_path_tensor_op_utcqmma_src_fp4_fp6_fp8_dst_fp32_sparsity_off.avg,0
sm__ops_path_tensor_op_utcqmma_src_fp4_fp6_fp8_dst_fp32_sparsity_off.avg.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_op_utcqmma_src_fp4_fp6_fp8_dst_fp32_sparsity_off.avg.peak_sustained,"16,384"
sm__ops_path_tensor_op_utcqmma_src_fp4_fp6_fp8_dst_fp32_sparsity_off.avg.peak_sustained_elapsed.per_second,"18,379,631,700,286.50"
sm__ops_path_tensor_op_utcqmma_src_fp4_fp6_fp8_dst_fp32_sparsity_off.avg.per_cycle_elapsed,0
sm__ops_path_tensor_op_utcqmma_src_fp4_fp6_fp8_dst_fp32_sparsity_off.avg.per_second,0
sm__ops_path_tensor_op_utcqmma_src_fp4_fp6_fp8_dst_fp32_sparsity_off.max,0
sm__ops_path_tensor_op_utcqmma_src_fp4_fp6_fp8_dst_fp32_sparsity_off.max.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_op_utcqmma_src_fp4_fp6_fp8_dst_fp32_sparsity_off.max.peak_sustained,"16,384"
sm__ops_path_tensor_op_utcqmma_src_fp4_fp6_fp8_dst_fp32_sparsity_off.max.peak_sustained_elapsed.per_second,"18,379,631,700,286.50"
sm__ops_path_tensor_op_utcqmma_src_fp4_fp6_fp8_dst_fp32_sparsity_off.max.per_cycle_elapsed,0
sm__ops_path_tensor_op_utcqmma_src_fp4_fp6_fp8_dst_fp32_sparsity_off.max.per_second,0
sm__ops_path_tensor_op_utcqmma_src_fp4_fp6_fp8_dst_fp32_sparsity_off.min,0
sm__ops_path_tensor_op_utcqmma_src_fp4_fp6_fp8_dst_fp32_sparsity_off.min.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_op_utcqmma_src_fp4_fp6_fp8_dst_fp32_sparsity_off.min.peak_sustained,"16,384"
sm__ops_path_tensor_op_utcqmma_src_fp4_fp6_fp8_dst_fp32_sparsity_off.min.peak_sustained_elapsed.per_second,"18,379,631,700,286.50"
sm__ops_path_tensor_op_utcqmma_src_fp4_fp6_fp8_dst_fp32_sparsity_off.min.per_cycle_elapsed,0
sm__ops_path_tensor_op_utcqmma_src_fp4_fp6_fp8_dst_fp32_sparsity_off.min.per_second,0
sm__ops_path_tensor_op_utcqmma_src_fp4_fp6_fp8_dst_fp32_sparsity_off.sum,0
sm__ops_path_tensor_op_utcqmma_src_fp4_fp6_fp8_dst_fp32_sparsity_off.sum.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_op_utcqmma_src_fp4_fp6_fp8_dst_fp32_sparsity_off.sum.peak_sustained,"2,424,832"
sm__ops_path_tensor_op_utcqmma_src_fp4_fp6_fp8_dst_fp32_sparsity_off.sum.peak_sustained_elapsed.per_second,"2,720,185,491,642,402.50"
sm__ops_path_tensor_op_utcqmma_src_fp4_fp6_fp8_dst_fp32_sparsity_off.sum.per_cycle_elapsed,0
sm__ops_path_tensor_op_utcqmma_src_fp4_fp6_fp8_dst_fp32_sparsity_off.sum.per_second,0
sm__ops_path_tensor_op_utcqmma_src_fp4_fp6_fp8_dst_fp32_sparsity_on.avg,0
sm__ops_path_tensor_op_utcqmma_src_fp4_fp6_fp8_dst_fp32_sparsity_on.avg.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_op_utcqmma_src_fp4_fp6_fp8_dst_fp32_sparsity_on.avg.peak_sustained,"32,768"
sm__ops_path_tensor_op_utcqmma_src_fp4_fp6_fp8_dst_fp32_sparsity_on.avg.peak_sustained_elapsed.per_second,"36,759,263,400,573.01"
sm__ops_path_tensor_op_utcqmma_src_fp4_fp6_fp8_dst_fp32_sparsity_on.avg.per_cycle_elapsed,0
sm__ops_path_tensor_op_utcqmma_src_fp4_fp6_fp8_dst_fp32_sparsity_on.avg.per_second,0
sm__ops_path_tensor_op_utcqmma_src_fp4_fp6_fp8_dst_fp32_sparsity_on.max,0
sm__ops_path_tensor_op_utcqmma_src_fp4_fp6_fp8_dst_fp32_sparsity_on.max.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_op_utcqmma_src_fp4_fp6_fp8_dst_fp32_sparsity_on.max.peak_sustained,"32,768"
sm__ops_path_tensor_op_utcqmma_src_fp4_fp6_fp8_dst_fp32_sparsity_on.max.peak_sustained_elapsed.per_second,"36,759,263,400,573.01"
sm__ops_path_tensor_op_utcqmma_src_fp4_fp6_fp8_dst_fp32_sparsity_on.max.per_cycle_elapsed,0
sm__ops_path_tensor_op_utcqmma_src_fp4_fp6_fp8_dst_fp32_sparsity_on.max.per_second,0
sm__ops_path_tensor_op_utcqmma_src_fp4_fp6_fp8_dst_fp32_sparsity_on.min,0
sm__ops_path_tensor_op_utcqmma_src_fp4_fp6_fp8_dst_fp32_sparsity_on.min.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_op_utcqmma_src_fp4_fp6_fp8_dst_fp32_sparsity_on.min.peak_sustained,"32,768"
sm__ops_path_tensor_op_utcqmma_src_fp4_fp6_fp8_dst_fp32_sparsity_on.min.peak_sustained_elapsed.per_second,"36,759,263,400,573.01"
sm__ops_path_tensor_op_utcqmma_src_fp4_fp6_fp8_dst_fp32_sparsity_on.min.per_cycle_elapsed,0
sm__ops_path_tensor_op_utcqmma_src_fp4_fp6_fp8_dst_fp32_sparsity_on.min.per_second,0
sm__ops_path_tensor_op_utcqmma_src_fp4_fp6_fp8_dst_fp32_sparsity_on.sum,0
sm__ops_path_tensor_op_utcqmma_src_fp4_fp6_fp8_dst_fp32_sparsity_on.sum.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_op_utcqmma_src_fp4_fp6_fp8_dst_fp32_sparsity_on.sum.peak_sustained,"4,849,664"
sm__ops_path_tensor_op_utcqmma_src_fp4_fp6_fp8_dst_fp32_sparsity_on.sum.peak_sustained_elapsed.per_second,"5,440,370,983,284,805"
sm__ops_path_tensor_op_utcqmma_src_fp4_fp6_fp8_dst_fp32_sparsity_on.sum.per_cycle_elapsed,0
sm__ops_path_tensor_op_utcqmma_src_fp4_fp6_fp8_dst_fp32_sparsity_on.sum.per_second,0
sm__ops_path_tensor_src_bf16_dst_fp32.avg,0
sm__ops_path_tensor_src_bf16_dst_fp32.avg.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_src_bf16_dst_fp32.avg.peak_sustained,"16,384"
sm__ops_path_tensor_src_bf16_dst_fp32.avg.peak_sustained_elapsed.per_second,"18,379,631,700,286.50"
sm__ops_path_tensor_src_bf16_dst_fp32.avg.per_cycle_elapsed,0
sm__ops_path_tensor_src_bf16_dst_fp32.avg.per_second,0
sm__ops_path_tensor_src_bf16_dst_fp32.max,0
sm__ops_path_tensor_src_bf16_dst_fp32.max.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_src_bf16_dst_fp32.max.peak_sustained,"16,384"
sm__ops_path_tensor_src_bf16_dst_fp32.max.peak_sustained_elapsed.per_second,"18,379,631,700,286.50"
sm__ops_path_tensor_src_bf16_dst_fp32.max.per_cycle_elapsed,0
sm__ops_path_tensor_src_bf16_dst_fp32.max.per_second,0
sm__ops_path_tensor_src_bf16_dst_fp32.min,0
sm__ops_path_tensor_src_bf16_dst_fp32.min.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_src_bf16_dst_fp32.min.peak_sustained,"16,384"
sm__ops_path_tensor_src_bf16_dst_fp32.min.peak_sustained_elapsed.per_second,"18,379,631,700,286.50"
sm__ops_path_tensor_src_bf16_dst_fp32.min.per_cycle_elapsed,0
sm__ops_path_tensor_src_bf16_dst_fp32.min.per_second,0
sm__ops_path_tensor_src_bf16_dst_fp32.sum,0
sm__ops_path_tensor_src_bf16_dst_fp32.sum.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_src_bf16_dst_fp32.sum.peak_sustained,"2,424,832"
sm__ops_path_tensor_src_bf16_dst_fp32.sum.peak_sustained_elapsed.per_second,"2,720,185,491,642,402.50"
sm__ops_path_tensor_src_bf16_dst_fp32.sum.per_cycle_elapsed,0
sm__ops_path_tensor_src_bf16_dst_fp32.sum.per_second,0
sm__ops_path_tensor_src_fp16_dst_fp16.avg,0
sm__ops_path_tensor_src_fp16_dst_fp16.avg.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_src_fp16_dst_fp16.avg.peak_sustained,"16,384"
sm__ops_path_tensor_src_fp16_dst_fp16.avg.peak_sustained_elapsed.per_second,"18,379,631,700,286.50"
sm__ops_path_tensor_src_fp16_dst_fp16.avg.per_cycle_elapsed,0
sm__ops_path_tensor_src_fp16_dst_fp16.avg.per_second,0
sm__ops_path_tensor_src_fp16_dst_fp16.max,0
sm__ops_path_tensor_src_fp16_dst_fp16.max.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_src_fp16_dst_fp16.max.peak_sustained,"16,384"
sm__ops_path_tensor_src_fp16_dst_fp16.max.peak_sustained_elapsed.per_second,"18,379,631,700,286.50"
sm__ops_path_tensor_src_fp16_dst_fp16.max.per_cycle_elapsed,0
sm__ops_path_tensor_src_fp16_dst_fp16.max.per_second,0
sm__ops_path_tensor_src_fp16_dst_fp16.min,0
sm__ops_path_tensor_src_fp16_dst_fp16.min.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_src_fp16_dst_fp16.min.peak_sustained,"16,384"
sm__ops_path_tensor_src_fp16_dst_fp16.min.peak_sustained_elapsed.per_second,"18,379,631,700,286.50"
sm__ops_path_tensor_src_fp16_dst_fp16.min.per_cycle_elapsed,0
sm__ops_path_tensor_src_fp16_dst_fp16.min.per_second,0
sm__ops_path_tensor_src_fp16_dst_fp16.sum,0
sm__ops_path_tensor_src_fp16_dst_fp16.sum.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_src_fp16_dst_fp16.sum.peak_sustained,"2,424,832"
sm__ops_path_tensor_src_fp16_dst_fp16.sum.peak_sustained_elapsed.per_second,"2,720,185,491,642,402.50"
sm__ops_path_tensor_src_fp16_dst_fp16.sum.per_cycle_elapsed,0
sm__ops_path_tensor_src_fp16_dst_fp16.sum.per_second,0
sm__ops_path_tensor_src_fp16_dst_fp32.avg,0
sm__ops_path_tensor_src_fp16_dst_fp32.avg.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_src_fp16_dst_fp32.avg.peak_sustained,"16,384"
sm__ops_path_tensor_src_fp16_dst_fp32.avg.peak_sustained_elapsed.per_second,"18,379,631,700,286.50"
sm__ops_path_tensor_src_fp16_dst_fp32.avg.per_cycle_elapsed,0
sm__ops_path_tensor_src_fp16_dst_fp32.avg.per_second,0
sm__ops_path_tensor_src_fp16_dst_fp32.max,0
sm__ops_path_tensor_src_fp16_dst_fp32.max.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_src_fp16_dst_fp32.max.peak_sustained,"16,384"
sm__ops_path_tensor_src_fp16_dst_fp32.max.peak_sustained_elapsed.per_second,"18,379,631,700,286.50"
sm__ops_path_tensor_src_fp16_dst_fp32.max.per_cycle_elapsed,0
sm__ops_path_tensor_src_fp16_dst_fp32.max.per_second,0
sm__ops_path_tensor_src_fp16_dst_fp32.min,0
sm__ops_path_tensor_src_fp16_dst_fp32.min.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_src_fp16_dst_fp32.min.peak_sustained,"16,384"
sm__ops_path_tensor_src_fp16_dst_fp32.min.peak_sustained_elapsed.per_second,"18,379,631,700,286.50"
sm__ops_path_tensor_src_fp16_dst_fp32.min.per_cycle_elapsed,0
sm__ops_path_tensor_src_fp16_dst_fp32.min.per_second,0
sm__ops_path_tensor_src_fp16_dst_fp32.sum,0
sm__ops_path_tensor_src_fp16_dst_fp32.sum.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_src_fp16_dst_fp32.sum.peak_sustained,"2,424,832"
sm__ops_path_tensor_src_fp16_dst_fp32.sum.peak_sustained_elapsed.per_second,"2,720,185,491,642,402.50"
sm__ops_path_tensor_src_fp16_dst_fp32.sum.per_cycle_elapsed,0
sm__ops_path_tensor_src_fp16_dst_fp32.sum.per_second,0
sm__ops_path_tensor_src_fp4_dst_fp32.avg,0
sm__ops_path_tensor_src_fp4_dst_fp32.avg.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_src_fp4_dst_fp32.avg.peak_sustained,"65,536"
sm__ops_path_tensor_src_fp4_dst_fp32.avg.peak_sustained_elapsed.per_second,"73,518,526,801,146.02"
sm__ops_path_tensor_src_fp4_dst_fp32.avg.per_cycle_elapsed,0
sm__ops_path_tensor_src_fp4_dst_fp32.avg.per_second,0
sm__ops_path_tensor_src_fp4_dst_fp32.max,0
sm__ops_path_tensor_src_fp4_dst_fp32.max.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_src_fp4_dst_fp32.max.peak_sustained,"65,536"
sm__ops_path_tensor_src_fp4_dst_fp32.max.peak_sustained_elapsed.per_second,"73,518,526,801,146.02"
sm__ops_path_tensor_src_fp4_dst_fp32.max.per_cycle_elapsed,0
sm__ops_path_tensor_src_fp4_dst_fp32.max.per_second,0
sm__ops_path_tensor_src_fp4_dst_fp32.min,0
sm__ops_path_tensor_src_fp4_dst_fp32.min.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_src_fp4_dst_fp32.min.peak_sustained,"65,536"
sm__ops_path_tensor_src_fp4_dst_fp32.min.peak_sustained_elapsed.per_second,"73,518,526,801,146.02"
sm__ops_path_tensor_src_fp4_dst_fp32.min.per_cycle_elapsed,0
sm__ops_path_tensor_src_fp4_dst_fp32.min.per_second,0
sm__ops_path_tensor_src_fp4_dst_fp32.sum,0
sm__ops_path_tensor_src_fp4_dst_fp32.sum.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_src_fp4_dst_fp32.sum.peak_sustained,"9,699,328"
sm__ops_path_tensor_src_fp4_dst_fp32.sum.peak_sustained_elapsed.per_second,"10,880,741,966,569,610"
sm__ops_path_tensor_src_fp4_dst_fp32.sum.per_cycle_elapsed,0
sm__ops_path_tensor_src_fp4_dst_fp32.sum.per_second,0
sm__ops_path_tensor_src_fp4_fp6_fp8_dst_fp16.avg,0
sm__ops_path_tensor_src_fp4_fp6_fp8_dst_fp16.avg.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_src_fp4_fp6_fp8_dst_fp16.avg.peak_sustained,"32,768"
sm__ops_path_tensor_src_fp4_fp6_fp8_dst_fp16.avg.peak_sustained_elapsed.per_second,"36,759,263,400,573.01"
sm__ops_path_tensor_src_fp4_fp6_fp8_dst_fp16.avg.per_cycle_elapsed,0
sm__ops_path_tensor_src_fp4_fp6_fp8_dst_fp16.avg.per_second,0
sm__ops_path_tensor_src_fp4_fp6_fp8_dst_fp16.max,0
sm__ops_path_tensor_src_fp4_fp6_fp8_dst_fp16.max.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_src_fp4_fp6_fp8_dst_fp16.max.peak_sustained,"32,768"
sm__ops_path_tensor_src_fp4_fp6_fp8_dst_fp16.max.peak_sustained_elapsed.per_second,"36,759,263,400,573.01"
sm__ops_path_tensor_src_fp4_fp6_fp8_dst_fp16.max.per_cycle_elapsed,0
sm__ops_path_tensor_src_fp4_fp6_fp8_dst_fp16.max.per_second,0
sm__ops_path_tensor_src_fp4_fp6_fp8_dst_fp16.min,0
sm__ops_path_tensor_src_fp4_fp6_fp8_dst_fp16.min.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_src_fp4_fp6_fp8_dst_fp16.min.peak_sustained,"32,768"
sm__ops_path_tensor_src_fp4_fp6_fp8_dst_fp16.min.peak_sustained_elapsed.per_second,"36,759,263,400,573.01"
sm__ops_path_tensor_src_fp4_fp6_fp8_dst_fp16.min.per_cycle_elapsed,0
sm__ops_path_tensor_src_fp4_fp6_fp8_dst_fp16.min.per_second,0
sm__ops_path_tensor_src_fp4_fp6_fp8_dst_fp16.sum,0
sm__ops_path_tensor_src_fp4_fp6_fp8_dst_fp16.sum.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_src_fp4_fp6_fp8_dst_fp16.sum.peak_sustained,"4,849,664"
sm__ops_path_tensor_src_fp4_fp6_fp8_dst_fp16.sum.peak_sustained_elapsed.per_second,"5,440,370,983,284,805"
sm__ops_path_tensor_src_fp4_fp6_fp8_dst_fp16.sum.per_cycle_elapsed,0
sm__ops_path_tensor_src_fp4_fp6_fp8_dst_fp16.sum.per_second,0
sm__ops_path_tensor_src_fp4_fp6_fp8_dst_fp32.avg,0
sm__ops_path_tensor_src_fp4_fp6_fp8_dst_fp32.avg.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_src_fp4_fp6_fp8_dst_fp32.avg.peak_sustained,"32,768"
sm__ops_path_tensor_src_fp4_fp6_fp8_dst_fp32.avg.peak_sustained_elapsed.per_second,"36,759,263,400,573.01"
sm__ops_path_tensor_src_fp4_fp6_fp8_dst_fp32.avg.per_cycle_elapsed,0
sm__ops_path_tensor_src_fp4_fp6_fp8_dst_fp32.avg.per_second,0
sm__ops_path_tensor_src_fp4_fp6_fp8_dst_fp32.max,0
sm__ops_path_tensor_src_fp4_fp6_fp8_dst_fp32.max.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_src_fp4_fp6_fp8_dst_fp32.max.peak_sustained,"32,768"
sm__ops_path_tensor_src_fp4_fp6_fp8_dst_fp32.max.peak_sustained_elapsed.per_second,"36,759,263,400,573.01"
sm__ops_path_tensor_src_fp4_fp6_fp8_dst_fp32.max.per_cycle_elapsed,0
sm__ops_path_tensor_src_fp4_fp6_fp8_dst_fp32.max.per_second,0
sm__ops_path_tensor_src_fp4_fp6_fp8_dst_fp32.min,0
sm__ops_path_tensor_src_fp4_fp6_fp8_dst_fp32.min.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_src_fp4_fp6_fp8_dst_fp32.min.peak_sustained,"32,768"
sm__ops_path_tensor_src_fp4_fp6_fp8_dst_fp32.min.peak_sustained_elapsed.per_second,"36,759,263,400,573.01"
sm__ops_path_tensor_src_fp4_fp6_fp8_dst_fp32.min.per_cycle_elapsed,0
sm__ops_path_tensor_src_fp4_fp6_fp8_dst_fp32.min.per_second,0
sm__ops_path_tensor_src_fp4_fp6_fp8_dst_fp32.sum,0
sm__ops_path_tensor_src_fp4_fp6_fp8_dst_fp32.sum.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_src_fp4_fp6_fp8_dst_fp32.sum.peak_sustained,"4,849,664"
sm__ops_path_tensor_src_fp4_fp6_fp8_dst_fp32.sum.peak_sustained_elapsed.per_second,"5,440,370,983,284,805"
sm__ops_path_tensor_src_fp4_fp6_fp8_dst_fp32.sum.per_cycle_elapsed,0
sm__ops_path_tensor_src_fp4_fp6_fp8_dst_fp32.sum.per_second,0
sm__ops_path_tensor_src_fp64.avg,0
sm__ops_path_tensor_src_fp64.avg.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_src_fp64.avg.peak_sustained,128
sm__ops_path_tensor_src_fp64.avg.peak_sustained_elapsed.per_second,"143,590,872,658.49"
sm__ops_path_tensor_src_fp64.avg.per_cycle_elapsed,0
sm__ops_path_tensor_src_fp64.avg.per_second,0
sm__ops_path_tensor_src_fp64.max,0
sm__ops_path_tensor_src_fp64.max.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_src_fp64.max.peak_sustained,128
sm__ops_path_tensor_src_fp64.max.peak_sustained_elapsed.per_second,"143,590,872,658.49"
sm__ops_path_tensor_src_fp64.max.per_cycle_elapsed,0
sm__ops_path_tensor_src_fp64.max.per_second,0
sm__ops_path_tensor_src_fp64.min,0
sm__ops_path_tensor_src_fp64.min.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_src_fp64.min.peak_sustained,128
sm__ops_path_tensor_src_fp64.min.peak_sustained_elapsed.per_second,"143,590,872,658.49"
sm__ops_path_tensor_src_fp64.min.per_cycle_elapsed,0
sm__ops_path_tensor_src_fp64.min.per_second,0
sm__ops_path_tensor_src_fp64.sum,0
sm__ops_path_tensor_src_fp64.sum.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_src_fp64.sum.peak_sustained,"18,944"
sm__ops_path_tensor_src_fp64.sum.peak_sustained_elapsed.per_second,"21,251,449,153,456.27"
sm__ops_path_tensor_src_fp64.sum.per_cycle_elapsed,0
sm__ops_path_tensor_src_fp64.sum.per_second,0
sm__ops_path_tensor_src_int8.avg,0
sm__ops_path_tensor_src_int8.avg.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_src_int8.avg.peak_sustained,"32,768"
sm__ops_path_tensor_src_int8.avg.peak_sustained_elapsed.per_second,"36,759,263,400,573.01"
sm__ops_path_tensor_src_int8.avg.per_cycle_elapsed,0
sm__ops_path_tensor_src_int8.avg.per_second,0
sm__ops_path_tensor_src_int8.max,0
sm__ops_path_tensor_src_int8.max.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_src_int8.max.peak_sustained,"32,768"
sm__ops_path_tensor_src_int8.max.peak_sustained_elapsed.per_second,"36,759,263,400,573.01"
sm__ops_path_tensor_src_int8.max.per_cycle_elapsed,0
sm__ops_path_tensor_src_int8.max.per_second,0
sm__ops_path_tensor_src_int8.min,0
sm__ops_path_tensor_src_int8.min.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_src_int8.min.peak_sustained,"32,768"
sm__ops_path_tensor_src_int8.min.peak_sustained_elapsed.per_second,"36,759,263,400,573.01"
sm__ops_path_tensor_src_int8.min.per_cycle_elapsed,0
sm__ops_path_tensor_src_int8.min.per_second,0
sm__ops_path_tensor_src_int8.sum,0
sm__ops_path_tensor_src_int8.sum.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_src_int8.sum.peak_sustained,"4,849,664"
sm__ops_path_tensor_src_int8.sum.peak_sustained_elapsed.per_second,"5,440,370,983,284,805"
sm__ops_path_tensor_src_int8.sum.per_cycle_elapsed,0
sm__ops_path_tensor_src_int8.sum.per_second,0
sm__ops_path_tensor_src_tf32_dst_fp32.avg,0
sm__ops_path_tensor_src_tf32_dst_fp32.avg.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_src_tf32_dst_fp32.avg.peak_sustained,"8,192"
sm__ops_path_tensor_src_tf32_dst_fp32.avg.peak_sustained_elapsed.per_second,"9,189,815,850,143.25"
sm__ops_path_tensor_src_tf32_dst_fp32.avg.per_cycle_elapsed,0
sm__ops_path_tensor_src_tf32_dst_fp32.avg.per_second,0
sm__ops_path_tensor_src_tf32_dst_fp32.max,0
sm__ops_path_tensor_src_tf32_dst_fp32.max.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_src_tf32_dst_fp32.max.peak_sustained,"8,192"
sm__ops_path_tensor_src_tf32_dst_fp32.max.peak_sustained_elapsed.per_second,"9,189,815,850,143.25"
sm__ops_path_tensor_src_tf32_dst_fp32.max.per_cycle_elapsed,0
sm__ops_path_tensor_src_tf32_dst_fp32.max.per_second,0
sm__ops_path_tensor_src_tf32_dst_fp32.min,0
sm__ops_path_tensor_src_tf32_dst_fp32.min.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_src_tf32_dst_fp32.min.peak_sustained,"8,192"
sm__ops_path_tensor_src_tf32_dst_fp32.min.peak_sustained_elapsed.per_second,"9,189,815,850,143.25"
sm__ops_path_tensor_src_tf32_dst_fp32.min.per_cycle_elapsed,0
sm__ops_path_tensor_src_tf32_dst_fp32.min.per_second,0
sm__ops_path_tensor_src_tf32_dst_fp32.sum,0
sm__ops_path_tensor_src_tf32_dst_fp32.sum.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_src_tf32_dst_fp32.sum.peak_sustained,"1,212,416"
sm__ops_path_tensor_src_tf32_dst_fp32.sum.peak_sustained_elapsed.per_second,"1,360,092,745,821,201.25"
sm__ops_path_tensor_src_tf32_dst_fp32.sum.per_cycle_elapsed,0
sm__ops_path_tensor_src_tf32_dst_fp32.sum.per_second,0
sm__pipe_alu_cycles_active.avg.pct_of_peak_sustained_active [%],70.63
sm__pipe_alu_cycles_active.avg.pct_of_peak_sustained_elapsed [%],68.81
sm__pipe_alu_cycles_active.max.pct_of_peak_sustained_active [%],72.73
sm__pipe_alu_cycles_active.max.pct_of_peak_sustained_elapsed [%],70.86
sm__pipe_alu_cycles_active.min.pct_of_peak_sustained_active [%],66.99
sm__pipe_alu_cycles_active.min.pct_of_peak_sustained_elapsed [%],65.26
sm__pipe_alu_cycles_active.sum.pct_of_peak_sustained_active [%],70.63
sm__pipe_alu_cycles_active.sum.pct_of_peak_sustained_elapsed [%],68.81
sm__pipe_fma_cycles_active.avg.pct_of_peak_sustained_active [%],25.33
sm__pipe_fma_cycles_active.avg.pct_of_peak_sustained_elapsed [%],24.68
sm__pipe_fma_cycles_active.max.pct_of_peak_sustained_active [%],25.97
sm__pipe_fma_cycles_active.max.pct_of_peak_sustained_elapsed [%],25.30
sm__pipe_fma_cycles_active.min.pct_of_peak_sustained_active [%],24.14
sm__pipe_fma_cycles_active.min.pct_of_peak_sustained_elapsed [%],23.52
sm__pipe_fma_cycles_active.sum.pct_of_peak_sustained_active [%],25.33
sm__pipe_fma_cycles_active.sum.pct_of_peak_sustained_elapsed [%],24.68
sm__pipe_fmaheavy_cycles_active.avg.pct_of_peak_sustained_elapsed [%],28.02
sm__pipe_fmaheavy_cycles_active.max.pct_of_peak_sustained_elapsed [%],28.74
sm__pipe_fmaheavy_cycles_active.min.pct_of_peak_sustained_elapsed [%],26.71
sm__pipe_fmaheavy_cycles_active.sum.pct_of_peak_sustained_elapsed [%],28.02
sm__pipe_fp64_cycles_active.avg.pct_of_peak_sustained_active [%],0
sm__pipe_fp64_cycles_active.avg.pct_of_peak_sustained_elapsed [%],0
sm__pipe_fp64_cycles_active.max.pct_of_peak_sustained_active [%],0
